Using cpu device
---------------------------------
| rollout/           |          |
|    ep_len_mean          | 52.3          |
|    ep_rew_mean          | -712          |
| time/                   |               |
|    fps                  | 339           |
|    iterations           | 23            |
|    time_elapsed         | 277           |
|    total_timesteps      | 708608        |
| train/                  |               |
|    approx_kl            | 0.00055894174 |
|    clip_fraction        | 0.000195      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.743         |
|    learning_rate        | 0.0003        |
|    loss                 | 7.76e+03      |
|    n_updates            | 1720          |
|    policy_gradient_loss | -0.00505      |
|    std                  | 0.987         |
|    value_loss           | 1.83e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 51.4          |
|    ep_rew_mean          | -819          |
| time/                   |               |
|    fps                  | 339           |
|    iterations           | 24            |
|    time_elapsed         | 289           |
|    total_timesteps      | 712704        |
| train/                  |               |
|    approx_kl            | 0.00055202807 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.79          |
|    learning_rate        | 0.0003        |
|    loss                 | 6.67e+03      |
|    n_updates            | 1730          |
|    policy_gradient_loss | -0.00482      |
|    std                  | 0.988         |
|    value_loss           | 1.54e+04      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 53            |
|    ep_rew_mean          | -817          |
| time/                   |               |
|    fps                  | 339           |
|    iterations           | 25            |
|    time_elapsed         | 301           |
|    total_timesteps      | 716800        |
| train/                  |               |
|    approx_kl            | 0.00047626326 |
|    clip_fraction        | 0.000488      |
|    clip_range           | 0.2           |
|    entropy_loss         | -21.1         |
|    explained_variance   | 0.759         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.35e+04      |
|    n_updates            | 1740          |
|    policy_gradient_loss | -0.00453      |
|    std                  | 0.988         |
|    value_loss           | 2.17e+04      |
-------------------------------------------
 100% ----------------------- 102,400/100,000  [ 0:04:55 < 0:00:00 , 351 it/s ]
Checkpoint saved to C:\cosmos-node\node-data\config\CascadeProjects\windsurf-project\junoclaw\sim2real\checkpoints\ppo_recovery.zip (700000/1000000 steps)
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 52.5     |
|    ep_rew_mean     | -756     |
| time/              |          |
|    fps             | 385      |
|    iterations      | 1        |
|    time_elapsed    | 10       |
|    total_timesteps | 720896   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 52.3         |
